datetime,compound,polarity,subjectivity
20/01/2022 06:00,0.199125752,0.086892433,0.333819293
20/01/2022 07:00,0.158352928,0.084733929,0.344171283
20/01/2022 08:00,0.204886264,0.083546973,0.355740215
20/01/2022 09:00,0.169750313,0.080824589,0.353944921
20/01/2022 10:00,0.159760506,0.084643985,0.341186501
20/01/2022 11:00,0.184431498,0.080166874,0.31891986
20/01/2022 12:00,0.158260366,0.081786209,0.336101547
20/01/2022 13:00,0.147741496,0.075370224,0.340442236
20/01/2022 14:00,0.179282066,0.08242658,0.347569523
20/01/2022 15:00,0.153738737,0.079077471,0.34400219
20/01/2022 16:00,0.181459228,0.0779303,0.360097932
20/01/2022 17:00,0.160218635,0.090808304,0.346373555
20/01/2022 18:00,0.138851765,0.066859139,0.359746287
20/01/2022 19:00,0.148269119,0.072736189,0.352926517
20/01/2022 20:00,0.168511896,0.077654356,0.365697553
20/01/2022 21:00,0.12373067,0.071846324,0.370883046
